codigo,descripcion
009741,VIGA HEM     550mmX12.10m
009742,"VIGA WF  10""X10""X 49LX12m"
009745,"VIGA WF  14""X16""X145LX12M"
009746,"VIGA WF 30""X10.5""X116X12M"
009747,VIGA HEA        100mmX12m
009748,VIGA HEA        120mmX12m
009749,VIGA HEA        140mmX12m
009750,VIGA HEA        160mmX12m
009751,VIGA HEA   140mm x 10.70m
009752,VIGA HEA        180mmX12m
009754,VIGA HEA        200mmX12m
009756,VIGA HEA        220mmX12m
009757,VIGA HEA   240mm x 11.20m
009758,VIGA HEA        240mmX12m
009759,VIGA HEA   240mm x 12.90m
009760,VIGA HEA        260mmX12m
009762,VIGA HEA        280mmX12m
009763,VIGA HEA 320mm X 11.60mm
009764,VIGA HEA        300mmX12m
009765,VIGA HEA        320mmX12m
009766,VIGA HEA        340mmX12m
009768,VIGA HEA        360mmX12m
009772,VIGA HEA        400mmX12m
009774,VIGA HEA        450mmX12m
009776,VIGA HEA        500mmX12m
009778,VIGA HEA        550mmX12m
009779,VIGA HEA        600mmX12m
009780,VIGA HEA        650mmX12m
009782,VIGA HEA        700mmX12m
009783,VIGA HEA        800mmX12m
009784,VIGA HEB        160mmX12m
009785,VIGA HEA     1000mm X 12m
009786,VIGA HEB        180mmX12m
009787,VIGA HEA        900mmX12m
009788,VIGA HEB        260mmX12m
009800,VIGA PERVIVENCA
009801,VIGA HEB      1000m X 12m
009802,VIGA HEB        200mmX12m
009803,VIGA HEB        240mmX12m
009804,VIGA HEB        300mmX12m
009805,VIGA HEB        340mmX12m
009806,VIGA HEB        360mmX12m
009807,VIGA HEB        400mmX12m
009808,VIGA HEB        450mmX12m
009809,VIGA HEB        500mmX12m
009810,VIGA HEB        550mmX12m
009811,VIGA HEB        600mmX12m
009812,VIGA HEB        650mmX12m
009813,VIGA HEB        700mmX12m
009814,VIGA HEB        800mmX12m
009815,VIGA VP 120mm (18.9) X12m
009816,VIGA VP 140mm (19.9) X12m
009817,VIGA VP 160mm (20.8) x12m
009821,VIGA VP 180mm (21.8) X12m
009825,VIGA U80X3.5MM(4.48K/M)6M
009826,VIGA VP 200mm (26.2) X12m
009831,VIGA VP 200mm (36.0) X12m
009835,VIGA U100X3.5MM(5.32K/M)6
009836,VIGA VP 240mm (32.8) X12m
009841,VIGA VP 240mm (37.8) X12m
009846,VIGA VP 250mm (38.9) X12m
009851,VIGA VP 250mm (44.2) X12m
009856,VIGA VP 300mm (47.8) X12m
009861,VIGA VP 350mm (56.0) X12m
009866,VIGA VP 400mm (64.2) X12m
009871,VIGA CP 160mm (39.8) X12m
009876,VIGA CP 180mm (44.9) X12m
009881,VIGA CP 200MM (50.1) X12M
009900,wf 16X7.00  X 40 X 12 mts
009901,wf 16X7.00  X 50 X 12 mts
009902,wf 18X6.00  X 46 X 12 mts
009903,wf 18X7.50  X 50 X 12 mts
009904,wf 18X7.50  X 71 X  9 mts
009906,wf 21X8.25  X 73 X  9 mts
009907,wf 21X8.25  X 83 X 12 mts
009908,wf 24X 9.00 X 84 X  9 mts
009909,wf 24X 9.00 X 94 X 12 mts
009910,wf 24X12.75 X 104 X 9 mts
009911,wf 24X12.75 X 117 X 9 mts
009912,wf 24X12.75 X 162 X 9 mts
009913,wf 24X12.75 X 176 X 9 mts
009914,wf 24X12.75 X 279 X 9 mts
034870,BOBINA A366  1.20X1200 MM
700001,"REJ.   1""X1/8""X910MMX6.1M"
700002,"REJ.  1""X3/16""X910MMX6.1M"
700003,"REJ1 1/4""X1/8""X910MMX6.1M"
700004,"1 1/4""X3/16""X910MMX6.1M"
700005,"1 3/8""X3/16""X910MMX6100MM"
700006,"1  1/2""X1/8""X910MMX6100MM"
700007,"1 1/2""X3/16""X910MMX6100MM"
700008,"REJ.  2""X3/16""X910MMX6.1M"
700009,"2 1/4""X3/16""X910MMX6100MM"
700010,"2 1/2""X3/16""X910MMX6100MM"
700011,"2 3/4""X3/16""X910MMX6100MM"
700012,"REJ.3/4""X3/16""X910MMX6.1M"
700013,"REJ. 1""X1/8""X910MMX6100MM"
700014,"REJ.1""X3/16""X910MMX6100MM"
700015,"REJ1 1/4""X1/8""X910MMX6.1M"
700016,"1 1/4""X3/16""X910MMX6100MM"
700017,"1 3/8""X3/16""X910MMX6100MM"
700018,"1  1/2""X1/8""X910MMX6100MM"
700019,"1 1/2""X3/16""X910MMX6100MM"
700020,"REJ.2""X3/16""X910MMX6100MM"
700021,"2 1/4""X3/16""X910MMX6100MM"
700022,"2 1/2""X3/16""X910MMX6100MM"
700023,"2 3/4""X3/16""X910MMX6.1M"
700024,"REJ.3/4""X3/16""X910MMX6.1M"
700025,"REJ.   1""X1/8""X910MMX6.1M"
700026,"REJ.  1""X3/16""X910MMX6.1M"
700027,"1 1/4""X 1/8""X910MMX6100MM"
700028,"1 1/4""X3/16""X910MMX6100MM"
700029,"1 3/8""X3/16""X910MMX6100MM"
700030,"1 1/2""X 1/8""X910MMX6100MM"
700031,"1 1/2""X3/16""X910MMX6100MM"
700032,"REJ.  2""X3/16""X910MMX6.1M"
700033,"2 1/4""X3/16""X910MMX6100MM"
700034,"2 1/2""X3/16""X910MMX6100MM"
700035,"2 3/4""X3/16""X910MMX6100MM"
700036,"REJ.3/4""X3/16""X910MMX6.1M"
700037,"REJ.   1""X1/8""X910MMX6.1M"
700038,"REJ.  1""X3/16""X910MMX6.1M"
700039,"REJ1 1/4""X1/8""X910MMX6.1M"
700040,"1 1/4""X3/16""X910MMX6100MM"
700041,"1 3/8""X3/16""X910MMX6100MM"
700042,"REJ1 1/2""X1/8""X910MMX6.1M"
700043,"1 1/2""X3/16""X910MMX6100MM"
700044,"REJ.  2""X3/16""X910MMX6.1M"
700045,"2 1/4""X3/16""X910MMX6100MM"
700046,"2 1/2""X3/16""X910MMX6100MM"
700047,"2X3/4""X3/16""X910MMX6100MM"
700048,"REJ.3/4""X3/16""X910MMX6.1M"
700049,"REJ.   1""X1/8""X910MMX6.1M"
700050,"REJ.  1""X3/16""X910MMX6.1M"
700051,"REJ1 1/4""X1/8""X910MMX6.1M"
700052,"1 1/4""X3/16""X910MMX6100MM"
700053,"1 3/8""X3/16""X910MMX6100MM"
700054,"REJ1 1/2""X1/8""X910MMX6.1M"
700055,"1 1/2""X3/16""X910MMX6100MM"
700056,"REJ.  2""X3/16""X910MMX6.1M"
700057,"2 1/4""X3/16""X910MMX6100MM"
700058,"2 1/2""X3/16""X910MMX6100MM"
700059,"2 3/4""X3/16""X910MMX6100MM"
700060,"REJ.3/4""X3/16""X910MMX6.1M"
700061,"REJ. 1""X1/8""X910MMX6100MM"
700062,"REJ.  1""X3/16""X910MMX6.1M"
700063,"REJ1 1/4""X1/8""X910MMX6.1M"
700064,"1 1/4""X3/16""X910MMX6100MM"
700065,"1 3/8""X3/16""X910MMX6100MM"
700066,"REJ1 1/2""X1/8""X910MMX6.1M"
700067,"1 1/2""X3/16""X910MMX6100MM"
700068,"REJ.  2""X3/16""X910MMX6.1M"
700069,"2 1/4""X3/16""X910MMX6100MM"
700070,"2 1/2""X3/16""X910MMX6100MM"
700071,"2 3/4""X3/16""X910MMX6100MM"
700162,"1"" X 3/16"" X 910MMX3050MM"
800108,L. ALUM LAM 0.8X1.22X2.4m
800110,L. ALUM LAM 1.0X1.22X2.4m
800170,L.ALUM ESTR 1.0X1.22X2.4m
800207,L. ALUM OND 0.7X1.15X3.0m
800257,L. ALUM OND 0.7X1.15X6.0m
800307,L.ALM NORAL 0.7X0.90X3.0m
800308,L.ALM NORAL 0.7X0.90X3.5m
900101,"CAB.COV.316.G40 1/2""ROLLO"
900103,"CAB.COV.316.G40   3/8""X6m"
900105,"CAB.COV.316.G40  3/8""X12m"
900106,"CAB.COV.316.G40  1/2""X 6m"
900107,"CAB.COV.316.G40  1/2""X 9m"
900108,"CAB.COV.316.G40  1/2""X12m"
900109,"CAB.COV.316.G40  5/8""X 6M"
900111,"CAB.COV.316.G40  5/8""X12M"
901101,"CAB.COV.316.G60 1/2""ROLLO"
901103,"CAB.COV.316.G60  3/8""X 6m"
901104,"CAB.COV.316.G60  3/8""X 9M"
901105,"CAB.COV.316.G60  3/8""X12m"
901106,"CAB.COV.316.G60  1/2""X 6m"
901107,"CAB.COV.316.G60  1/2""X 9M"
901108,"CAB.COV.316.G60  1/2""X12m"
901109,"CAB.COV.316.G60  5/8""X 6M"
901110,"CAB.COV.316.G60  5/8""X 9M"
901111,"CAB.COV.316.G60  5/8""X12m"
901112,"CAB.COV.316.G60  3/4""X 6M"
901113,"CAB.COV.316.G60  3/4""X 9m"
901114,"CAB.COV.316.G60  3/4""X12m"
901115,"CAB.COV.316.G60  7/8""X 6M"
901116,"CAB.COV.316.G60  7/8""X 9m"
901117,"CAB.COV.316.G60  7/8""X12m"
901118,"CAB.COV.316.G60    1""X 6M"
901119,"CAB.COV.316.G60    1""X 9m"
901120,"CAB.COV.316.G60    1""X12m"
901121,CAB.COV.316.G60 1 3/8X12m
901122,CAB.COV316G60 N.11 13/8X9
901123,"CABILLA W60 3/8"" X 6  MTS"
901124,"ACERO REFZOW60CSN3/8""X12m"
901127,"ACERO REFZOW60CSN1/2""x12m"
901128,"ACERO REFZOW60CSN5/8""x12m"
901129,"ACERO REFZOW60CSN3/4""x12m"
901130,"ACERO REFZOW60CSN7/8""x12m"
901131,"ACERO REFZOW60CSN1"" x 12m"
901132,"ACERO RFZW60CSN1 3/8""x12m"
901134,ACERO REFZO CSN  10mmx12m
901135,ACERO REFZO CSN  12mmx12m
901136,ACERO REFZO CSN  16mmx12m
901137,ACERO REFZO CSN  20mmx12m
901138,ACERO REFZO CSN  22mmX12m
901139,ACERO REFZO CSN  25mmx12m
901140,"ACERO REFZOW70CSN3/8""x12m"
901141,"ACERO REFZOW70CSN1/2""x12m"
901142,"ACERO REFZOW70CSN5/8""x12m"
901143,"ACERO REFZOW70CSN3/4""x12m"
901144,"ACERO REFZOW70CSN7/8""x12m"
901145,"ACERO REFZOW70CSN1""x 12 m"
901146,"ACERO RFZW70CSN1 3/8""x12m"
901148,ACERO REFZO CSN   10mmx6m
901149,ACERO REFZO CSN   12mmx6m
901150,ACERO REFZ SIDOR 36mmx12m
901151,ACERO REFZO CSN 10mmx12mI
901153,ACERO REFZO CSN 16mmx12mI
901155,CAB.COV.316.G60N3X12mINST
901158,CAB.COV.316.G60N4X12mINST
901161,CAB.COV.316.G60N5X12mINST
901164,CAB.COV.316.G60N6x12mINST
901167,CAB.COV.316.G60N7X12mINST
901170,CAB.COV.316.G60N8X12mINST
901171,CAB.COV.316.G60N11X12mINS
901172,ACERO REFZ SIDOR 10mmx12m
901173,ACERO REFZ SIDOR 12mmx12m
901174,ACERO REFZ SIDOR 16mmx12m
901175,ACERO REFZ SIDOR 20mmx12m
901176,ACERO REFZ SIDOR 22mmx12m
901177,ACERO REFZ SIDOR 25mmx12m
901181,ACE REFZ SIDORW70 3/4x12m
901183,ACE REFZ SIDOR W70  1x12m
